National Institute of Technology Calicut,Chemical Engineering (4 Years Bachelor of Technology),ST,M,1190,1589
Indian Institute of Information Technology (IIIT) Sri City Chittoor,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1190,1312
National Institute of Technology Goa,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,1196,1403
National Institute of Technology Karnataka Surathkal,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN,M,1196,3404
Indian Institute of Information Technology(IIIT) Dharwad,Data Science and Artificial Intelligence (4 Years Bachelor of Technology),OPEN-PWD,M,1202,1331
National Institute of Technology Durgapur,Computer Science and Engineering (4 Years Bachelor of Technology),SC,F,1204,2021
Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering (4 Years Bachelor of Technology),EWS,M,1205,1232
Indian Institute of Information Technology (IIIT)Kota Rajasthan,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1209,1431
National Institute of Technology Raipur,Bio Technology (4 Years Bachelor of Technology),OPEN-PWD,F,1211,1211
Motilal Nehru National Institute of Technology Allahabad,Mechanical Engineering (4 Years Bachelor of Technology),ST,M,1214,1475
Indian Institute of Information Technology(IIIT) Kilohrad Sonepat Haryana,Information Technology (4 Years Bachelor of Technology),OPEN-PWD,M,1214,1214
National Institute of Technology Hamirpur,Computer Science and Engineering (4 Years Bachelor of Technology),EWS,M,1216,1281
National Institute of Technology Hamirpur,Civil Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1219,1219
National Institute of Technology Agartala,Computer Science and Engineering (4 Years Bachelor of Technology),ST,F,1220,1220
Motilal Nehru National Institute of Technology Allahabad,Computer Science and Engineering (4 Years Bachelor of Technology),EWS,F,1224,1287
National Institute of Technology Durgapur,Computer Science and Engineering (4 Years Bachelor of Technology),SC,M,1224,1592
Malaviya National Institute of Technology Jaipur,Metallurgical andMaterials Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1225,1225
Maulana Azad National Institute of Technology Bhopal,Mechanical Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1226,1387
National Institute of Technology Jamshedpur,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,1226,1306
Atal Bihari Vajpayee Indian Institute of Information Technology &Management Gwalior,Integrated B. Tech.(IT) andM. Tech (IT) (5 Years Integrated B. Tech. andM. Tech.),ST,M,1227,1499
National Institute of Technology Raipur,Chemical Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1229,1229
National Institute of Technology Hamirpur,Computer Science and Engineering (5 Years Bachelor andMaster of Technology (Dual Degree)),ST,M,1230,1230
Maulana Azad National Institute of Technology Bhopal,Civil Engineering (4 Years Bachelor of Technology),ST,M,1232,1277
National Institute of Technology Agartala,Civil Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1234,1780
Motilal Nehru National Institute of Technology Allahabad,Electronics and Communication Engineering (4 Years Bachelor of Technology),SC,M,1235,1862
National Institute of Technology Durgapur,Computer Science and Engineering (4 Years Bachelor of Technology),OBC,M,1235,2370
Motilal Nehru National Institute of Technology Allahabad,Computer Science and Engineering (4 Years Bachelor of Technology),SC,F,1241,1809
Dr. B R Ambedkar National Institute of Technology Jalandhar,Information Technology (4 Years Bachelor of Technology),EWS,M,1242,1308
National Institute of Technology Raipur,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,1245,1318
Maulana Azad National Institute of Technology Bhopal,Computer Science and Engineering (4 Years Bachelor of Technology),SC,M,1247,1637
Indian institute of information technology Raichur Karnataka,Computer Science and Engineering (4 Years Bachelor of Technology),ST,M,1263,2545
Dr. B R Ambedkar National Institute of Technology Jalandhar,Electrical Engineering (4 Years Bachelor of Technology),ST,M,1267,1391
National Institute of Technology Raipur,Computer Science and Engineering (4 Years Bachelor of Technology),EWS,M,1267,1316
National Institute of Technology Raipur,Computer Science and Engineering (4 Years Bachelor of Technology),SC,M,1267,1998
National Institute of Technology Hamirpur,Electrical Engineering (4 Years Bachelor of Technology),ST,M,1268,1675
Indian Institute of Information Technology(IIIT) Vadodara Gujrat,Information Technology (4 Years Bachelor of Technology),OPEN-PWD,M,1269,1269
Indian Institute of Information Technology(IIIT) Una Himachal Pradesh,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1273,1273
Indian Institute of Information Technology(IIIT) Vadodara Gujrat,Computer Science and Engineering (4 Years Bachelor of Technology),ST,M,1275,2542
Indian Institute of Information Technology Allahabad,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,F,1276,1350
Indian Institute of Information Technology Allahabad,Electronics and Communication Engineering (4 Years Bachelor of Technology),SC,M,1281,2267
Dr. B R Ambedkar National Institute of Technology Jalandhar,Computer Science and Engineering (4 Years Bachelor of Technology),SC,M,1283,1752
Indian Institute of Information Technology Allahabad,Information Technology (4 Years Bachelor of Technology),EWS,F,1289,1669
National Institute of Technology Delhi,Computer Science and Engineering (4 Years Bachelor of Technology),OBC,M,1290,2794
National Institute of Technology Goa,Computer Science and Engineering (4 Years Bachelor of Technology),SC,M,1290,1630
Motilal Nehru National Institute of Technology Allahabad,Electrical Engineering (4 Years Bachelor of Technology),EWS,M,1292,1409
National Institute of Technology Sikkim,Computer Science and Engineering (4 Years Bachelor of Technology),ST,M,1294,1294
Maulana Azad National Institute of Technology Bhopal,Electrical Engineering (4 Years Bachelor of Technology),ST,M,1295,1470
Dr. B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,F,1297,1297
Indian Institute of Information Technology Design &Manufacturing Kurnool Andhra Pradesh,Electronics and Communication Engineering with specialization in Design andManufacturing (4 Years Bachelor of Technology),OPEN-PWD,M,1299,1299
National Institute of Technology Karnataka Surathkal,Mechanical Engineering (4 Years Bachelor of Technology),EWS,M,1303,1473
National Institute of Technology Jamshedpur,Mechanical Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1305,1305
National Institute of Technology Calicut,Production Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1306,1306
Malaviya National Institute of Technology Jaipur,Chemical Engineering (4 Years Bachelor of Technology),ST,M,1308,2213
Dr. B R Ambedkar National Institute of Technology Jalandhar,Mechanical Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1310,1310
Indian Institute of Information Technology Lucknow,Computer Science and Business (4 Years Bachelor of Technology),ST,M,1310,2068
National Institute of Technology Hamirpur,Civil Engineering (4 Years Bachelor of Technology),ST,M,1315,1521
Indian Institute of Information Technology Allahabad,Information Technology-Business Informatics (4 Years Bachelor of Technology),SC,M,1315,1463
National Institute of Technology Hamirpur,Mathematics and Computing (4 Years Bachelor of Technology),ST,M,1317,1424
Indian Institute of Information Technology (IIIT) Sri City Chittoor,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1318,1471
Indian Institute of Information Technology Design &Manufacturing Kancheepuram,Computer Science and Engineering withMajor in Artificial Intelligence (4 Years Bachelor of Technology),ST,M,1325,1421
Malaviya National Institute of Technology Jaipur,Computer Science and Engineering (4 Years Bachelor of Technology),OBC,F,1327,2950
Indian Institute of Information Technology Bhopal,Information Technology (4 Years Bachelor of Technology),OPEN-PWD,M,1334,1334
National Institute of Technology Karnataka Surathkal,Electronics and Communication Engineering (4 Years Bachelor of Technology),SC,F,1335,1457
Malaviya National Institute of Technology Jaipur,Electrical Engineering (4 Years Bachelor of Technology),ST,F,1339,1339
Motilal Nehru National Institute of Technology Allahabad,Electrical Engineering (4 Years Bachelor of Technology),OPEN-PWD,F,1340,1340
National Institute of Technology Patna,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,1341,1604
National Institute of Technology Calicut,Computer Science and Engineering (4 Years Bachelor of Technology),OBC,F,1343,1836
Indian Institute of Information Technology(IIIT) Vadodara Gujrat,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN-PWD,F,1343,1343
National Institute of Technology Goa,Computer Science and Engineering (4 Years Bachelor of Technology),EWS,M,1351,1351
Indian Institute of Information Technology Lucknow,Computer Science and Business (4 Years Bachelor of Technology),EWS,M,1352,1508
Indian Institute of Information Technology(IIIT) Una Himachal Pradesh,Information Technology (4 Years Bachelor of Technology),OPEN-PWD,M,1353,1353
National Institute of Technology Karnataka Surathkal,Chemical Engineering (4 Years Bachelor of Technology),ST,F,1356,1356
National Institute of Technology Hamirpur,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,1357,1528
National Institute of Technology Durgapur,Civil Engineering (4 Years Bachelor of Technology),ST,F,1359,1359
National Institute of Technology Raipur,Mechanical Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1360,1360
Indian Institute of Information Technology Tiruchirappalli,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,1360,2425
National Institute of Technology Jamshedpur,Civil Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1361,1361
National Institute of Technology Calicut,Civil Engineering (4 Years Bachelor of Technology),ST,F,1368,1368
National Institute of Technology Calicut,Chemical Engineering (4 Years Bachelor of Technology),ST,F,1369,1369
National Institute of Technology Raipur,Civil Engineering (4 Years Bachelor of Technology),ST,M,1382,1494
National Institute of Technology Jamshedpur,Electrical Engineering (4 Years Bachelor of Technology),ST,M,1385,1590
National Institute of Technology Durgapur,Electrical Engineering (4 Years Bachelor of Technology),ST,M,1389,1420
National Institute of Technology Goa,Civil Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1389,1389
Motilal Nehru National Institute of Technology Allahabad,Civil Engineering (4 Years Bachelor of Technology),ST,F,1390,1390
Maulana Azad National Institute of Technology Bhopal,Chemical Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1392,1392
National Institute of Technology Karnataka Surathkal,Mechanical Engineering (4 Years Bachelor of Technology),ST,F,1393,1393
Maulana Azad National Institute of Technology Bhopal,Mechanical Engineering (4 Years Bachelor of Technology),ST,M,1395,1834
Indian Institute of Information Technology(IIIT) Kilohrad Sonepat Haryana,Information Technology (4 Years Bachelor of Technology),ST,M,1401,3702
Indian Institute of Information Technology (IIIT) Ranchi,Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence) (4 Years B. Tech / B. Tech (Hons.)),OPEN-PWD,M,1405,1405
Indian Institute of Information Technology Lucknow,Information Technology (4 Years Bachelor of Technology),EWS,M,1408,1499
National Institute of Technology Durgapur,Mechanical Engineering (4 Years Bachelor of Technology),ST,M,1409,1565
Motilal Nehru National Institute of Technology Allahabad,Production and Industrial Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1414,1414
National Institute of Technology Jamshedpur,Computer Science and Engineering (4 Years Bachelor of Technology),OBC,M,1421,2581
Indian Institute of Information Technology Design &Manufacturing Kancheepuram,Computer Science and Engineering (4 Years Bachelor of Technology),ST,M,1434,1752
National Institute of Technology Agartala,Mechanical Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1441,1747
National Institute of TechnologyMeghalaya,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1445,1445
National Institute of Technology Durgapur,Chemical Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1453,1453
National Institute of Technology Durgapur,Computer Science and Engineering (4 Years Bachelor of Technology),EWS,F,1453,2044
National Institute of Technology Jamshedpur,Mechanical Engineering (4 Years Bachelor of Technology),ST,M,1454,1842
Indian Institute of Information Technology(IIIT) Kalyani West Bengal,Computer Science and Engineering (4 Years Bachelor of Technology),ST,M,1461,3326
Indian Institute of Information Technology Vadodara International Campus Diu (IIITVICD),Computer Science and Engineering (4 Years Bachelor of Technology),OPEN-PWD,F,1463,1463
Indian Institute of Information Technology Bhopal,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1467,1467
Atal Bihari Vajpayee Indian Institute of Information Technology &Management Gwalior,Computer Science and Engineering (4 Years Bachelor of Technology),SC,M,1468,1756
National Institute of Technology Nagaland,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1473,1473
Indian Institute of Information Technology Lucknow,Information Technology (4 Years Bachelor of Technology),OPEN-PWD,F,1475,1475
National Institute of Technology Calicut,Electronics and Communication Engineering (4 Years Bachelor of Technology),SC,F,1479,2435
National Institute of Technology Karnataka Surathkal,Metallurgical andMaterials Engineering (4 Years Bachelor of Technology),ST,M,1479,1479
Maulana Azad National Institute of Technology Bhopal,Computer Science and Engineering (4 Years Bachelor of Technology),OBC,M,1485,2374
Motilal Nehru National Institute of Technology Allahabad,Computer Science and Engineering (4 Years Bachelor of Technology),OBC,F,1496,2788
National Institute of Technology Raipur,Information Technology (4 Years Bachelor of Technology),EWS,M,1500,1610
Indian Institute of Information Technology Allahabad,Information Technology (4 Years Bachelor of Technology),SC,F,1506,2558
National Institute of TechnologyMeghalaya,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,1508,1508
Motilal Nehru National Institute of Technology Allahabad,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,F,1509,3863
National Institute of Technology Hamirpur,Chemical Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1517,1517
National Institute of Technology Karnataka Surathkal,Mechanical Engineering (4 Years Bachelor of Technology),SC,M,1526,2128
National Institute of Technology Puducherry,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,1535,1566
National Institute of Technology Calicut,Electrical and Electronics Engineering (4 Years Bachelor of Technology),EWS,M,1552,1668
National Institute of Technology Raipur,Electrical Engineering (4 Years Bachelor of Technology),ST,M,1553,1685
Indian Institute of Information Technology Vadodara International Campus Diu (IIITVICD),Computer Science and Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1557,1624
Indian Institute of Information Technology (IIIT) Sri City Chittoor,Computer Science and Engineering (4 Years Bachelor of Technology),ST,M,1568,2782
National Institute of Technology Jamshedpur,Civil Engineering (4 Years Bachelor of Technology),ST,M,1569,1690
National Institute of Technology Karnataka Surathkal,Electrical and Electronics Engineering (4 Years Bachelor of Technology),EWS,F,1570,1570
Atal Bihari Vajpayee Indian Institute of Information Technology &Management Gwalior,Integrated B. Tech.(IT) andM. Tech (IT) (5 Years Integrated B. Tech. andM. Tech.),EWS,M,1571,1680
Indian Institute of Information Technology Lucknow,Computer Science and Artificial Intelligence (4 Years Bachelor of Technology),ST,M,1572,1931
Indian Institute of Information Technology Tiruchirappalli,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1573,1573
National Institute of Technology Agartala,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,1574,1751
National Institute of Technology Durgapur,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,F,1581,1581
Dr. B R Ambedkar National Institute of Technology Jalandhar,Information Technology (4 Years Bachelor of Technology),SC,M,1588,2231
Malaviya National Institute of Technology Jaipur,Electrical Engineering (4 Years Bachelor of Technology),EWS,M,1591,1708
National Institute of Technology Durgapur,Electronics and Communication Engineering (4 Years Bachelor of Technology),EWS,M,1593,1685
Maulana Azad National Institute of Technology Bhopal,Civil Engineering (4 Years Bachelor of Technology),ST,F,1594,1594
National Institute of Technology Hamirpur,Mechanical Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1603,1603
National Institute of Technology Hamirpur,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,F,1605,1605
Dr. B R Ambedkar National Institute of Technology Jalandhar,Industrial and Production Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1608,1608
Maulana Azad National Institute of Technology Bhopal,Electronics and Communication Engineering (4 Years Bachelor of Technology),EWS,M,1612,1709
National Institute of Technology Durgapur,Electrical Engineering (4 Years Bachelor of Technology),ST,F,1619,1619
Indian Institute of Information Technology(IIIT) Una Himachal Pradesh,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1621,1621
Indian Institute of Information Technology Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),ST,M,1622,2272
National Institute of Technology Hamirpur,Electronics and Communication Engineering (5 Years Bachelor andMaster of Technology (Dual Degree)),ST,M,1623,1623
National Institute of TechnologyMeghalaya,Electrical and Electronics Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1623,1623
National Institute of Technology Calicut,Electronics and Communication Engineering (4 Years Bachelor of Technology),OBC,M,1626,2591
National Institute of Technology Patna,Computer Science and Engineering (4 Years Bachelor of Technology),ST,F,1633,1676
Indian Institute of Information Technology (IIIT)Kota Rajasthan,Computer Science and Engineering (4 Years Bachelor of Technology),ST,M,1637,2702
National Institute of Technology Patna,Electrical Engineering (4 Years Bachelor of Technology),ST,M,1641,1885
Maulana Azad National Institute of Technology Bhopal,Mathematics and Data Science (5 Years Bachelor andMaster of Technology (Dual Degree)),ST,M,1646,1646
National Institute of Technology Arunachal Pradesh,Computer Science and Engineering (4 Years Bachelor of Technology),ST,M,1647,1681
Dr. B R Ambedkar National Institute of Technology Jalandhar,Mechanical Engineering (4 Years Bachelor of Technology),ST,M,1655,1837
National Institute of Technology Karnataka Surathkal,Mining Engineering (4 Years Bachelor of Technology),ST,M,1659,1659
National Institute of Technology Hamirpur,Computer Science and Engineering (5 Years Bachelor andMaster of Technology (Dual Degree)),EWS,M,1674,1674
National Institute of Technology Calicut,Production Engineering (4 Years Bachelor of Technology),ST,M,1678,1775
National Institute of Technology Goa,Electrical and Electronics Engineering (4 Years Bachelor of Technology),ST,M,1686,1686
Atal Bihari Vajpayee Indian Institute of Information Technology &Management Gwalior,Integrated B. Tech.(IT) andMBA (5 Years Integrated B. Tech. andMBA),ST,M,1688,1959
Indian Institute of Information Technology Lucknow,Computer Science and Artificial Intelligence (4 Years Bachelor of Technology),SC,M,1688,2491
Indian Institute of Information Technology Allahabad,Information Technology-Business Informatics (4 Years Bachelor of Technology),ST,F,1691,1691
National Institute of Technology Durgapur,Chemical Engineering (4 Years Bachelor of Technology),ST,M,1692,2020
National Institute of Technology Patna,Computer Science and Engineering (4 Years Bachelor of Technology),EWS,M,1697,1826
National Institute of Technology Karnataka Surathkal,Electrical and Electronics Engineering (4 Years Bachelor of Technology),OBC,M,1698,2686
Indian Institute of Information Technology Surat,Computer Science and Engineering (4 Years Bachelor of Technology),ST,M,1698,2920
National Institute of Technology Agartala,Mathematics & Computing (5 Years Bachelor of Science andMaster of Science (Dual Degree)),ST,M,1700,1700
National Institute of Technology Hamirpur,Computer Science and Engineering (4 Years Bachelor of Technology),SC,M,1703,2186
National Institute of Technology Delhi,Electronics and Communication Engineering (4 Years Bachelor of Technology),EWS,M,1705,1806
National Institute of Technology Calicut,Mechanical Engineering (4 Years Bachelor of Technology),ST,F,1706,1729
National Institute of Technology Puducherry,Electrical and Electronics Engineering (4 Years Bachelor of Technology),ST,M,1708,2002
Maulana Azad National Institute of Technology Bhopal,Computer Science and Engineering (4 Years Bachelor of Technology),SC,F,1711,2347
National Institute of Technology Raipur,Mechanical Engineering (4 Years Bachelor of Technology),ST,M,1714,2059
National Institute of TechnologyMeghalaya,Civil Engineering (4 Years Bachelor of Technology),ST,M,1719,1719
National Institute of Technology Hamirpur,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,F,1721,1721
Indian Institute of Information Technology Bhagalpur,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1723,2400
Dr. B R Ambedkar National Institute of Technology Jalandhar,Electronics and Communication Engineering (4 Years Bachelor of Technology),EWS,M,1724,1775
National Institute of Technology Goa,Civil Engineering (4 Years Bachelor of Technology),ST,M,1732,1732
Indian Institute of Information Technology Lucknow,Information Technology (4 Years Bachelor of Technology),ST,M,1740,2160
Maulana Azad National Institute of Technology Bhopal,Electrical Engineering (4 Years Bachelor of Technology),ST,F,1742,1742
National Institute of Technology Patna,Civil Engineering (4 Years Bachelor of Technology),ST,M,1745,1976
National Institute of Technology Jamshedpur,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,F,1748,1748
Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering (4 Years Bachelor of Technology),EWS,F,1756,1756
National Institute of Technology Karnataka Surathkal,Civil Engineering (4 Years Bachelor of Technology),SC,M,1757,2626
National Institute of Technology Jamshedpur,Electronics and Communication Engineering (4 Years Bachelor of Technology),EWS,M,1763,1815
National Institute of Technology Agartala,Electrical Engineering (4 Years Bachelor of Technology),ST,M,1768,1791
Indian Institute of Information Technology Allahabad,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,F,1774,1774
Motilal Nehru National Institute of Technology Allahabad,Civil Engineering (4 Years Bachelor of Technology),OPEN-PWD,F,1777,1777
National Institute of Technology Hamirpur,Computer Science and Engineering (5 Years Bachelor andMaster of Technology (Dual Degree)),SC,M,1781,1964
National Institute of Technology Goa,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,F,1784,1784
Indian Institute of Information Technology Lucknow,Computer Science and Business (4 Years Bachelor of Technology),OBC,M,1784,4082
Atal Bihari Vajpayee Indian Institute of Information Technology &Management Gwalior,Integrated B. Tech.(IT) andM. Tech (IT) (5 Years Integrated B. Tech. andM. Tech.),SC,M,1788,3065
National Institute of Technology Karnataka Surathkal,Chemical Engineering (4 Years Bachelor of Technology),OPEN-PWD,F,1798,1798
Maulana Azad National Institute of Technology Bhopal,Mathematics and Data Science (5 Years Bachelor andMaster of Technology (Dual Degree)),EWS,M,1808,1808
National Institute of Technology Durgapur,Mechanical Engineering (4 Years Bachelor of Technology),OPEN-PWD,F,1810,1810
Pt. Dwarka PrasadMishra Indian Institute of Information Technology Design &Manufacture Jabalpur,Computer Science and Engineering (4 Years Bachelor of Technology),ST,F,1816,1963
Indian Institute of Information Technology Allahabad,Information Technology-Business Informatics (4 Years Bachelor of Technology),EWS,F,1817,1817
Pt. Dwarka PrasadMishra Indian Institute of Information Technology Design &Manufacture Jabalpur,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,1817,2320
Pt. Dwarka PrasadMishra Indian Institute of Information Technology Design &Manufacture Jabalpur,Computer Science and Engineering (4 Years Bachelor of Technology),EWS,M,1818,2122
National Institute of TechnologyMeghalaya,Electrical and Electronics Engineering (4 Years Bachelor of Technology),ST,M,1823,1823
National Institute of Technology Karnataka Surathkal,Mining Engineering (4 Years Bachelor of Technology),ST,F,1830,1830
National Institute of Technology Puducherry,Computer Science and Engineering (4 Years Bachelor of Technology),EWS,M,1839,2004
Indian Institute of Information Technology Bhagalpur,Mechatronics Engineering (4 Years Bachelor of Technology),ST,M,1846,3973
National Institute of Technology Hamirpur,Mathematics and Computing (4 Years Bachelor of Technology),EWS,M,1853,1877
Indian Institute of Information Technology Lucknow,Computer Science (4 Years Bachelor of Technology),ST,F,1855,1855
National Institute of Technology Patna,Computer Science and Engineering (4 Years Bachelor of Technology),SC,M,1856,2457
Malaviya National Institute of Technology Jaipur,Computer Science and Engineering (4 Years Bachelor of Technology),OPEN,F,1863,5106
Indian Institute of Information Technology Surat,Computer Science and Engineering (4 Years Bachelor of Technology),SC,M,1865,5080
Dr. B R Ambedkar National Institute of Technology Jalandhar,Civil Engineering (4 Years Bachelor of Technology),OPEN-PWD,F,1868,1868
National Institute of Technology Jamshedpur,Metallurgical andMaterials Engineering (4 Years Bachelor of Technology),ST,M,1868,2813
Indian Institute of Information Technology Allahabad,Electronics and Communication Engineering (4 Years Bachelor of Technology),EWS,F,1868,2818
Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering (4 Years Bachelor of Technology),ST,M,1871,1943
National Institute of Technology Patna,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,F,1884,1884
Indian Institute of Information Technology(IIIT) Kalyani West Bengal,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1890,2015
Indian Institute of Information Technology Design &Manufacturing Kurnool Andhra Pradesh,Artificial Intelligence and Data Science (4 Years Bachelor of Technology),SC,M,1892,5711
National Institute of Technology Calicut,Mechanical Engineering (4 Years Bachelor of Technology),OPEN-PWD,F,1905,1905
National Institute of Technology Delhi,Electrical and Electronics Engineering (4 Years Bachelor of Technology),SC,M,1905,2825
National Institute of Technology Durgapur,Chemistry (5 Years IntegratedMaster of Science),ST,M,1911,1911
National Institute of Technology Hamirpur,Electronics and Communication Engineering (4 Years Bachelor of Technology),EWS,M,1914,2057
Maulana Azad National Institute of Technology Bhopal,Mathematics and Data Science (5 Years Bachelor andMaster of Technology (Dual Degree)),SC,M,1919,2333
National Institute of Technology Karnataka Surathkal,Chemical Engineering (4 Years Bachelor of Technology),EWS,M,1931,2089
Maulana Azad National Institute of Technology Bhopal,Computer Science and Engineering (4 Years Bachelor of Technology),EWS,F,1934,1978
National Institute of Technology Patna,Mechanical Engineering (4 Years Bachelor of Technology),ST,M,1941,2125
Dr. B R Ambedkar National Institute of Technology Jalandhar,Chemical Engineering (4 Years Bachelor of Technology),ST,M,1947,2531
National Institute of Technology Durgapur,Electronics and Communication Engineering (4 Years Bachelor of Technology),SC,M,1948,2350
National Institute of Technology Raipur,Civil Engineering (4 Years Bachelor of Technology),ST,F,1955,1955
National Institute of Technology Patna,Electrical Engineering (4 Years Bachelor of Technology),ST,F,1958,1958
National Institute of Technology Patna,Electrical Engineering (4 Years Bachelor of Technology),SC,M,1962,4466
Motilal Nehru National Institute of Technology Allahabad,Civil Engineering (4 Years Bachelor of Technology),SC,M,1977,3538
National Institute of Technology Arunachal Pradesh,Electrical Engineering (4 Years Bachelor of Technology),ST,M,1980,2275
Indian Institute of Information Technology (IIIT) Ranchi,Electronics and Communication Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,1986,2516
Indian Institute of Information Technology Design &Manufacturing Kurnool Andhra Pradesh,Computer Science and Engineering (4 Years Bachelor of Technology),ST,M,1987,2257
National Institute of Technology Arunachal Pradesh,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,1989,2134
National Institute of Technology Durgapur,Mechanical Engineering (4 Years Bachelor of Technology),ST,F,1994,2310
National Institute of Technology Hamirpur,Mechanical Engineering (4 Years Bachelor of Technology),ST,M,2005,2048
Atal Bihari Vajpayee Indian Institute of Information Technology &Management Gwalior,Integrated B. Tech.(IT) andMBA (5 Years Integrated B. Tech. andMBA),SC,M,2008,3626
National Institute of Technology Jamshedpur,Computer Science and Engineering (4 Years Bachelor of Technology),EWS,F,2011,2011
National Institute of Technology Agartala,Civil Engineering (4 Years Bachelor of Technology),ST,F,2015,2015
National Institute of Technology Calicut,Electrical and Electronics Engineering (4 Years Bachelor of Technology),SC,M,2017,2426
National Institute of Technology Calicut,Materials Science and Engineering (4 Years Bachelor of Technology),OPEN-PWD,M,2017,2017
National Institute of Technology Karnataka Surathkal,Artificial Intelligence (4 Years Bachelor of Technology),OPEN,F,2022,2647
National Institute of Technology Kurukshetra,Civil Engineering (4 Years Bachelor of Technology),ST,F,2023,2023
Pt. Dwarka PrasadMishra Indian Institute of Information Technology Design &Manufacture Jabalpur,Computer Science and Engineering (4 Years Bachelor of Technology),SC,M,2027,3632
National Institute of Technology Delhi,Electronics and Communication Engineering (4 Years Bachelor of Technology),SC,F,2037,2037
Indian Institute of Information Technology Design &Manufacturing Kancheepuram,Electronics and Communication Engineering (4 Years Bachelor of Technology),ST,M,2043,2383
Atal Bihari Vajpayee Indian Institute of Information Technology &Management Gwalior,Computer Science and Engineering (4 Years Bachelor of Technology),EWS,F,2051,2051
Indian Institute of Information Technology Guwahati,Computer Science and Engineering (4 Years Bachelor of Technology),ST,F,2051,3076
Malaviya National Institute of Technology Jaipur,Electrical Engineering (4 Years Bachelor of Technology),SC,M,2052,2745
Indian Institute of Information Technology Allahabad,Electronics and Communication Engineering (4 Years Bachelor of Technology),OBC,M,2062,3655
Indian Institute of Information Technology Allahabad,Information Technology-Business Informatics (4 Years Bachelor of Technology),OBC,M,2063,2244
National Institute of Technology Sikkim,Electrical and Electronics Engineering (4 Years Bachelor of Technology),ST,M,2080,2080
